name,place,lon,lat,elevation_m,at_risk
Rangali,islet,72.715827,3.6162071,0.0,True
Embudhu Finolhu,islet,73.5253609,4.1026899,0.0,True
Anbaraa,islet,73.4390652,3.3722971,0.0,True
Makunudu,islet,73.4057194,4.542587,0.0,True
Mathiveri Finolhu,islet,72.7499131,4.186194,0.0,True
Gangehi,islet,72.7552185,4.2201,0.0,True
Unnamed settlement,islet,73.4055614,4.6352139,0.0,True
ދިއްފުށި,islet,73.7144112,4.4420446,0.0,True
Tholhifushi,islet,72.7898097,3.4849825,0.0,True
Kudarah,islet,72.9106312,3.57394,0.0,True
އެއްލައިދޫ,islet,72.9490865,4.0062607,0.0,True
ހިމެންދޫ,islet,72.7449889,3.920851,0.0,True
Buri,islet,73.5204327,3.3429753,0.0,True
Aarah,islet,73.5299633,3.4990633,0.0,True
Athuruga,islet,72.8160779,3.8872474,0.0,True
Unnamed settlement,islet,73.5824896,4.3206086,0.0,True
ރަކީދޫ,islet,73.4700185,3.3149485,0.0,True
Kudadhoo,islet,72.8701743,3.4792359,0.0,True
ހިއްމަފުށި,island,73.5710409,4.3085626,0.0,True
Lankanfinolhu,islet,73.553942,4.2829316,0.0,True
Adaaran Prestige Vadoo,islet,73.4573214,4.1240825,0.0,True
Maadhoo,islet,73.4588954,3.8720064,0.0,True
Boduhuthi,islet,73.3847467,4.4310185,0.0,True
Spa Island,islet,73.5965047,4.3306442,0.0,True
Maayafushi,islet,72.8869489,4.0735918,0.0,True
ހަންޏާމީދޫ,islet,72.9553613,3.8493579,0.0,True
Kodhipparu,islet,73.3798833,4.2594692,0.0,True
Veliganduhuraa,islet,73.505084,3.9674056,0.0,True
Dighu,islet,73.5022903,3.972459,0.0,True
Hembadhu,islet,73.3932162,4.4817067,0.0,True
Mandhoo,islet,72.7101036,3.6982617,0.0,True
Gasfinolhu,islet,73.6263002,4.3613809,0.0,True
Vihamanaafushi,islet,73.5196797,4.2263711,0.0,True
Helengeli Island,islet,73.5635943,4.634603,0.0,True
Mirihi,islet,72.7806719,3.6194958,0.0,True
Kandolhudhoo,islet,72.8818241,4.0027012,0.0,True
ފުލިދޫ,islet,73.4160481,3.6802978,0.0,True
Madivaru Finolhu,islet,73.0019853,4.2702487,0.0,True
ކާށިދޫ,island,73.4596278,4.9570017,0.0,True
Unnamed settlement,islet,73.6101483,4.3488489,0.0,True
Asdhu,islet,73.6609671,4.4664394,0.0,True
އެތެރެމަޑިވަރު,islet,72.9372587,4.1186194,0.0,True
ދޫނިދޫ,islet,73.5139616,4.1973237,0.0,True
ރަތްމަންދޫ,islet,73.6391675,3.0889599,0.0,True
Villivaru,islet,73.4550099,3.9144553,0.0,True
މަގޫދޫ,islet,72.9579555,3.0777174,0.0,True
Unnamed settlement,islet,73.5471103,4.252096,0.0,True
ގާފަރު,islet,73.4995507,4.7364849,0.0,True
Enboodhoo,islet,72.7525503,3.8152884,0.0,True
Kandu Oiy Giri,islet,73.5405617,4.2578761,0.0,True
Girifushi,islet,73.5782791,4.3183496,0.0,True
Meeru Island Resort,islet,73.7167646,4.45424,0.0,True
Lonubo,islet,72.9006715,3.6033807,0.0,True
Villinglivaru,islet,72.9552307,3.6190106,0.0,True
Unnamed settlement,islet,73.4263844,3.2218265,0.0,True
Ziyaraifushi,islet,73.3724228,4.5327087,0.0,True
Thumbafushi,islet,73.5898037,4.5897122,0.0,True
Hukurudhoo,islet,72.7188658,3.5703603,0.0,True
Bolifushi,islet,73.3998073,4.0972,0.0,True
Bodukaashihuraa,islet,72.954324,3.8758902,0.0,True
Lhosfushi,islet,73.470036,3.8969653,0.0,True
Maniya Fushi,islet,73.4109993,4.0557733,0.0,True
މަޑުއްވަރީ,islet,73.5712578,3.1046252,0.0,True
Bathala,islet,72.9455468,4.070308,0.0,True
Nakachcchaafushi,islet,73.3700496,4.3684427,0.0,True
Ukulhas Fushi,islet,72.8835038,4.2156082,0.0,True
Madivaru,islet,73.0002182,4.2655706,0.0,True
ގުރައިދޫ,islet,73.4660912,3.9017033,0.0,True
Ihuru,islet,73.4160374,4.3067295,0.0,True
Alikoirah,islet,72.8802491,3.9434071,0.0,True
Dhigurah,islet,72.9216674,3.5251756,0.0,True
Vakarufalhi,islet,72.902189,3.5787133,0.0,True
Rahddhigaa,islet,72.7709526,3.7575707,0.0,True
Maafushivaru,islet,72.9002138,3.6078876,0.0,True
Unnamed settlement,islet,73.6113319,4.3432859,0.0,True
Thudufushi,islet,72.7307082,3.7862371,0.0,True
Fenfushi,island,72.7603704,3.4953245,0.0,True
Kanuhuraa,islet,73.5920264,4.3192242,0.0,True
އުކުޅަސް,islet,72.8641266,4.2148776,0.0,True
Makunueri,islet,72.9288861,3.2585974,0.0,True
Vashugiri,islet,73.37738,3.6304161,0.0,True
Foththeyobodufushi,islet,73.7579554,3.4555521,0.0,True
Halaveli,islet,72.9193001,4.0386768,0.0,True
ތިނަދޫ,islet,73.5380612,3.4878188,0.0,True
މަތިވެރި,islet,72.7460515,4.192073,0.0,True
Unnamed settlement,islet,72.7464427,4.1218751,0.0,True
Unnamed settlement,islet,73.5515281,4.2865279,0.0,True
Haru Haru,islet,73.4563719,3.8503432,0.0,True
Ranfinolhu,islet,72.7275243,3.6110642,0.0,True
Vabboahuraa,islet,73.5963084,4.3195274,0.0,True
ފެލިދޫ,islet,73.5470129,3.471979,0.0,True
ދަރަނބޫދޫ,islet,72.9253063,3.0630833,0.0,True
Aarah,islet,73.4946259,4.2299552,0.0,True
Unnamed settlement,islet,72.9145779,3.8582535,0.0,True
Kuda Bandos,islet,73.4999106,4.2638583,0.0,True
Gaathu Fushi,islet,72.8107184,4.0236968,0.0,True
Reethi Rah,island,73.3693057,4.5145745,0.0,True
Hurasdhoo,islet,72.7747156,3.6668354,0.0,True
Moofushi,islet,72.726695,3.8848294,0.0,True
ކުނބުރުދޫ,islet,72.9237471,3.7755798,0.0,True
ނިލަންދޫ,islet,72.888625,3.0572824,0.0,True
Madivaru,islet,73.368432,4.500595,0.0,True
